kernel,coreF,memF,real,predict
nn,700,2100,1.766182,1.621436
nn,700,2600,1.405593,1.490368
nn,700,3100,1.296761,1.386759
nn,700,3600,1.313865,1.311619
nn,700,3900,1.313253,1.279381
nn,900,2100,1.754276,1.504048
nn,900,2600,1.397998,1.352255
nn,900,3100,1.160512,1.228551
nn,900,3600,1.008785,1.134303
nn,900,3900,1.007240,1.093831
pathfinder,1100,2100,1.061719,1.185924
pathfinder,1100,2600,1.024006,1.080156
pathfinder,1100,3100,1.004119,1.004791
pathfinder,1100,3600,1.000000,0.961614
pathfinder,1100,3900,0.994886,0.951243
pathfinder,1300,2100,0.937713,1.075233
pathfinder,1300,2600,0.884304,0.953745
pathfinder,1300,3100,0.862855,0.865077
pathfinder,1300,3600,0.857955,0.808860
pathfinder,1300,3900,0.852912,0.791525
pathfinder,1500,2100,0.848722,1.009265
pathfinder,1500,2600,0.804048,0.879496
pathfinder,1500,3100,0.780327,0.778839
pathfinder,1500,3600,0.773224,0.711565
pathfinder,1500,3900,0.766122,0.687718
pathfinder,700,2100,1.569105,1.542085
pathfinder,700,2600,1.547301,1.472128
pathfinder,700,3100,1.539062,1.429320
pathfinder,700,3600,1.540980,1.414696
pathfinder,700,3900,1.540128,1.419407
pathfinder,900,2100,1.250568,1.344502
pathfinder,900,2600,1.228338,1.255236
pathfinder,900,3100,1.214276,1.195210
pathfinder,900,3600,1.209943,1.166100
pathfinder,900,3900,1.207670,1.163480
scalarProd,1100,2100,1.754510,1.530096
scalarProd,1100,2600,1.394700,1.348432
scalarProd,1100,3100,1.157979,1.192159
scalarProd,1100,3600,1.000000,1.064537
scalarProd,1100,3900,0.919919,1.003437
scalarProd,1300,2100,1.751446,1.490575
scalarProd,1300,2600,1.391712,1.296419
scalarProd,1300,3100,1.154379,1.127345
scalarProd,1300,3600,0.996132,0.987426
scalarProd,1300,3900,0.916127,0.918455
scalarProd,1500,2100,1.749493,1.492686
scalarProd,1500,2600,1.390180,1.290306
scalarProd,1500,3100,1.152350,1.111852
scalarProd,1500,3600,0.994332,0.961954
scalarProd,1500,3900,0.914289,0.886853
scalarProd,700,2100,1.767186,1.730836
scalarProd,700,2600,1.407721,1.584911
scalarProd,700,3100,1.298380,1.462854
scalarProd,700,3600,1.314006,1.367734
scalarProd,700,3900,1.313967,1.324513
scalarProd,900,2100,1.758876,1.610983
scalarProd,900,2600,1.400291,1.445749
scalarProd,900,3100,1.163648,1.305225
scalarProd,900,3600,1.006128,1.192765
scalarProd,900,3900,1.005055,1.140086
scanScanExclusiveShared,1100,2100,1.766690,1.432468
scanScanExclusiveShared,1100,2600,1.399274,1.279454
scanScanExclusiveShared,1100,3100,1.157134,1.154016
scanScanExclusiveShared,1100,3600,1.000000,1.059843
scanScanExclusiveShared,1100,3900,0.918157,1.018463
scanScanExclusiveShared,1300,2100,1.766690,1.379082
scanScanExclusiveShared,1300,2600,1.399154,1.212545
scanScanExclusiveShared,1300,3100,1.156849,1.073916
scanScanExclusiveShared,1300,3600,0.999205,0.965670
scanScanExclusiveShared,1300,3900,0.917902,0.916778
scanScanExclusiveShared,1500,2100,1.766690,1.370374
scanScanExclusiveShared,1500,2600,1.398825,1.192351
scanScanExclusiveShared,1500,3100,1.156534,1.043232
scanScanExclusiveShared,1500,3600,0.998771,0.923975
scanScanExclusiveShared,1500,3900,0.914214,0.867786
scanScanExclusiveShared,700,2100,1.767740,1.665330
scanScanExclusiveShared,700,2600,1.401523,1.548680
scanScanExclusiveShared,700,3100,1.288961,1.459049
scanScanExclusiveShared,700,3600,1.309935,1.397360
scanScanExclusiveShared,700,3900,1.310235,1.374071
scanScanExclusiveShared,900,2100,1.766690,1.529294
scanScanExclusiveShared,900,2600,1.399574,1.392787
scanScanExclusiveShared,900,3100,1.158378,1.284674
scanScanExclusiveShared,900,3600,1.001094,1.205080
scanScanExclusiveShared,900,3900,1.000105,1.173102
scanUniformUpdate,1100,2100,1.766748,1.755545
scanUniformUpdate,1100,2600,1.399123,1.518162
scanUniformUpdate,1100,3100,1.156938,1.308081
scanUniformUpdate,1100,3600,1.000000,1.129836
scanUniformUpdate,1100,3900,0.918045,1.040988
scanUniformUpdate,1300,2100,1.766598,1.826229
scanUniformUpdate,1300,2600,1.399078,1.578496
scanUniformUpdate,1300,3100,1.156848,1.356441
scanUniformUpdate,1300,3600,0.999491,1.166151
scanUniformUpdate,1300,3900,0.917895,1.067644
scanUniformUpdate,1500,2100,1.766449,1.934242
scanUniformUpdate,1500,2600,1.398824,1.679518
scanUniformUpdate,1500,3100,1.156639,1.448618
scanUniformUpdate,1500,3600,0.999521,1.248788
scanUniformUpdate,1500,3900,0.914857,1.145540
scanUniformUpdate,700,2100,1.767047,1.734462
scanUniformUpdate,700,2600,1.400709,1.530519
scanUniformUpdate,700,3100,1.288288,1.357299
scanUniformUpdate,700,3600,1.310269,1.214041
scanUniformUpdate,700,3900,1.310509,1.144732
scanUniformUpdate,900,2100,1.766598,1.725171
scanUniformUpdate,900,2600,1.399422,1.503088
scanUniformUpdate,900,3100,1.157462,1.310563
scanUniformUpdate,900,3600,1.001032,1.146762
scanUniformUpdate,900,3900,1.000180,1.066158
sortingNetworks,1100,2100,1.002057,1.059829
sortingNetworks,1100,2600,1.001543,1.014819
sortingNetworks,1100,3100,1.001616,1.000015
sortingNetworks,1100,3600,1.000000,1.014986
sortingNetworks,1100,3900,0.999412,1.036945
sortingNetworks,1300,2100,0.850279,0.919287
sortingNetworks,1300,2600,0.849398,0.861789
sortingNetworks,1300,3100,0.848736,0.835157
sortingNetworks,1300,3600,0.848516,0.837837
sortingNetworks,1300,3900,0.848663,0.854334
sortingNetworks,1500,2100,0.749927,0.828029
sortingNetworks,1500,2600,0.749192,0.761051
sortingNetworks,1500,3100,0.749045,0.723165
sortingNetworks,1500,3600,0.748898,0.716455
sortingNetworks,1500,3900,0.749118,0.726208
sortingNetworks,700,2100,1.560535,1.470208
sortingNetworks,700,2600,1.561123,1.457110
sortingNetworks,700,3100,1.561269,1.469870
sortingNetworks,700,3600,1.564282,1.508081
sortingNetworks,700,3900,1.562445,1.542555
sortingNetworks,900,2100,1.224140,1.245144
sortingNetworks,900,2600,1.223259,1.216223
sortingNetworks,900,3100,1.223406,1.214860
sortingNetworks,900,3600,1.223847,1.240493
sortingNetworks,900,3900,1.217161,1.269647
srad,1100,2100,1.070602,1.366193
srad,1100,2600,1.032937,1.226201
srad,1100,3100,1.009984,1.116415
srad,1100,3600,1.000000,1.038025
srad,1100,3900,0.993500,1.006550
srad,1300,2100,0.940501,1.276505
srad,1300,2600,0.904298,1.121203
srad,1300,3100,0.877768,0.995058
srad,1300,3600,0.864830,0.902393
srad,1300,3900,0.857863,0.861668
srad,1500,2100,0.859045,1.235722
srad,1500,2600,0.814910,1.067354
srad,1500,3100,0.793512,0.930684
srad,1500,3600,0.777370,0.823144
srad,1500,3900,0.770123,0.775603
srad,700,2100,1.567741,1.679509
srad,700,2600,1.542797,1.582002
srad,700,3100,1.533559,1.509263
srad,700,3600,1.536359,1.465303
srad,700,3900,1.535799,1.451716
srad,900,2100,1.265209,1.502221
srad,900,2600,1.229535,1.381518
srad,900,3100,1.212180,1.290011
srad,900,3600,1.202445,1.228002
srad,900,3900,1.197904,1.205673
transpose,1100,2100,1.564739,1.343752
transpose,1100,2600,1.253260,1.198201
transpose,1100,3100,1.096071,1.087224
transpose,1100,3600,1.000000,1.011974
transpose,1100,3900,0.946418,0.986132
transpose,1300,2100,1.557731,1.280327
transpose,1300,2600,1.240368,1.121633
transpose,1300,3100,1.040393,0.997129
transpose,1300,3600,0.941697,0.910867
transpose,1300,3900,0.896710,0.875046
transpose,1500,2100,1.552291,1.260992
transpose,1500,2600,1.236028,1.093859
transpose,1500,3100,1.028453,0.960466
transpose,1500,3600,0.907443,0.862801
transpose,1500,3900,0.854454,0.821751
transpose,700,2100,1.662630,1.600182
transpose,700,2600,1.426666,1.488574
transpose,700,3100,1.385913,1.416063
transpose,700,3600,1.395588,1.377771
transpose,700,3900,1.393894,1.368092
transpose,900,2100,1.575409,1.451745
transpose,900,2600,1.325366,1.321858
transpose,900,3100,1.189114,1.225545
transpose,900,3600,1.112795,1.168038
transpose,900,3900,1.109514,1.150954
vectorAdd,1100,2100,1.769838,1.547777
vectorAdd,1100,2600,1.402046,1.352231
vectorAdd,1100,3100,1.159159,1.184421
vectorAdd,1100,3600,1.000000,1.047919
vectorAdd,1100,3900,0.918105,0.982022
vectorAdd,1300,2100,1.769838,1.543708
vectorAdd,1300,2600,1.401741,1.336037
vectorAdd,1300,3100,1.159159,1.155645
vectorAdd,1300,3600,0.999735,1.006482
vectorAdd,1300,3900,0.917921,0.933083
vectorAdd,1500,2100,1.769939,1.578198
vectorAdd,1500,2600,1.401843,1.362775
vectorAdd,1500,3100,1.159057,1.173595
vectorAdd,1500,3600,0.999684,1.014425
vectorAdd,1500,3900,0.915600,0.934917
vectorAdd,700,2100,1.770754,1.675247
vectorAdd,700,2600,1.402962,1.514806
vectorAdd,700,3100,1.290172,1.383277
vectorAdd,700,3600,1.310327,1.281812
vectorAdd,700,3900,1.310225,1.234978
vectorAdd,900,2100,1.770143,1.592603
vectorAdd,900,2600,1.402046,1.412966
vectorAdd,900,3100,1.159566,1.260026
vectorAdd,900,3600,1.000794,1.139755
vectorAdd,900,3900,0.999969,1.083326
average,0.092337
