,appName,coreF,memF,cold_miss,c_to_m,modelled_cycle,real_cycle,depart_delay,mem_l,MWP,mem_cycles,compute_cycles,exec_rounds,abe
730,scalarProd,1000,600,648.62,1.6666666666666667,253024.29862134898,247723.60199999998,15.863194444444444,648.62,40.88835967254739,252517.03846509897,507.26015624999997,1.031391429549777,0.02139762452408146
707,scalarProd,700,400,667.185,1.75,286963.8626198557,267670.5191999999,17.83035625,667.185,37.418489605332475,286459.1454323557,504.71718749999997,1.030371222143914,0.07207870137331043
722,scalarProd,900,500,678.3240000000001,1.8,282004.52124910185,269812.50946200005,17.615268,678.3240000000001,38.50773090707448,281497.2657803518,507.25546875,1.0274134455542792,0.045186977473403264
714,scalarProd,800,400,722.88,2.0,326175.9041496028,305885.023136,20.37755,722.88,35.4743332736271,325668.6779777278,507.226171875,1.027418723473333,0.06633499347426787
729,scalarProd,1000,500,722.88,2.0,313769.5302536869,299057.0034,19.57252,722.88,36.93341480810851,313262.3380661869,507.1921875,1.0260251273553689,0.04919639629374718
721,scalarProd,900,400,778.575,2.25,368817.5931225255,352954.0877940001,22.924743749999998,778.575,33.962211682300705,368310.3060131505,507.287109375,1.0218241195452473,0.04494495425077507
728,scalarProd,1000,400,834.27,2.5,410298.9426013914,384501.03825,25.4719375,834.27,32.75251440923958,409791.6496326414,507.29296875,1.0204133694559665,0.06709449854493708
741,scan,400,1000,366.432,0.4,7070.6618326267935,7445.8241423076925,3.592492,366.432,101.99939206545206,6986.065190499389,84.59664212740385,54.76895400777087,0.05038559902982405
740,scan,400,900,376.3333333333333,0.4444444444444444,7958.243557878427,8170.549775384617,4.031412345679012,376.3333333333333,93.35024578587169,7873.796104452947,84.44745342548076,54.74295026602968,0.02598432459781393
739,scan,400,800,388.71,0.5,9072.347818417957,9272.367373846153,4.59124375,388.71,84.6633333287957,8987.95325711988,84.39456129807692,54.691534486693655,0.021571573619092784
748,scan,500,1000,388.71,0.5,8864.618148265745,8946.94229826923,4.490615,388.71,86.56052678753355,8780.260365813821,84.35778245192307,54.810345663553015,0.009201372632012058
747,scan,500,900,401.08666666666664,0.5555555555555556,9930.719289803861,10007.976301923074,5.039265432098766,401.08666666666664,79.59228821563008,9846.286529887995,84.43275991586539,54.741336657115006,0.007719543870659216
738,scan,400,700,404.62285714285713,0.5714285714285714,10571.47478849107,10604.438316923077,5.3292816326530605,404.62285714285713,75.92446506555235,10487.240819140108,84.23396935096153,54.63372813206233,0.0031084652903682576
755,scan,600,1000,410.988,0.6,10563.12428518624,10639.15608,5.388738,410.988,76.2679499355879,10478.527169801626,84.59711538461539,54.77126151908093,0.0071464122005586665
746,scan,500,800,416.5575,0.625,11349.552013837896,11535.934695192309,5.7390546875,416.5575,72.5829466144114,11265.2451403403,84.30687349759616,54.66830531407467,0.016156703923791222
737,scan,400,600,425.84000000000003,0.6666666666666666,12486.652817162423,12586.887353846154,6.345277777777778,425.84000000000003,67.11132513242569,12402.130453881173,84.52236328125,54.596500364326644,0.007963409369283206
754,scan,600,900,425.84000000000003,0.6666666666666666,11858.345699657586,11918.38045846154,6.047118518518519,425.84000000000003,70.42031650213569,11773.748944849895,84.5967548076923,54.70206310934942,0.0050371574404080195
762,scan,700,1000,433.26599999999996,0.7,12314.60310462147,12373.39243026923,6.286861,433.26599999999996,68.91610932705527,12230.007521688778,84.5955829326923,54.750789148393594,0.004751269789515669
745,scan,500,700,436.4485714285714,0.7142857142857143,13159.289464639693,13367.464985576924,6.661602040816327,436.4485714285714,65.51705862259645,13074.951243485846,84.33822115384616,54.62890688607877,0.015573298389922562
753,scan,600,800,444.405,0.75,13503.3663713305,13578.377723076923,6.886865625,444.405,64.52935547148851,13418.769098193481,84.59727313701923,54.660432574254095,0.0055243235441107905
761,scan,700,900,450.59333333333336,0.7777777777777778,13819.872794834293,13895.176400000002,7.054971604938272,450.59333333333336,63.86890813535398,13735.275679449678,84.59711538461539,54.70459518599562,0.005419406202407698
736,scan,400,500,455.544,0.8,15563.040963187887,15141.062006153845,7.829008000000001,455.544,58.18668214414903,15478.883481216733,84.15748197115386,54.48494958046589,0.027869838777658733
769,scan,800,1000,455.544,0.8,14065.573067192636,14138.978407384615,7.184984,455.544,63.4022288706558,13980.976470137348,84.59659705528846,54.734364655073506,0.005191700423959939
744,scan,500,600,462.97,0.8333333333333334,15816.612197766326,15789.589221153847,7.931597222222222,462.97,58.3703366457996,15732.65132036248,83.96087740384615,54.58343392780291,0.001711442662249617
752,scan,600,700,468.2742857142857,0.8571428571428571,15882.563133032216,16039.657394999998,7.993922448979591,468.2742857142857,58.57878766062586,15798.479524258177,84.08360877403847,54.610892142437805,0.009794115803044096
760,scan,700,800,472.2525,0.875,15745.722449310642,15818.702226923073,8.0346765625,472.2525,58.776790369400764,15661.126438192854,84.59601111778846,54.64165059816846,0.004613512320133356
768,scan,800,900,475.3466666666667,0.8888888888888888,15784.503118190914,15856.146670769233,8.062824691358024,475.3466666666667,58.955351860267704,15699.906498599568,84.59661959134615,54.696769524643,0.004518345728372508
776,scan,900,1000,477.822,0.9,15815.653109953882,15902.590223076924,8.083107,477.822,59.113655182345106,15731.057301660614,84.59580829326923,54.7269336499076,0.005466852374582583
735,scan,400,400,500.1,1.0,20687.802714209913,19905.253943076925,10.188775,500.1,49.08342759556473,20604.522989149817,83.27972506009615,54.47205060034484,0.03931367936178275
743,scan,500,500,500.1,1.0,19423.474140759197,19309.101205769228,9.78626,500.1,51.1022596988022,19339.292229701507,84.1819110576923,54.47690127004515,0.005923265602637001
751,scan,600,600,500.1,1.0,18839.830262062922,19154.672307692308,9.517916666666666,500.1,52.543010988048856,18755.610603108595,84.21965895432693,54.57885069535555,0.01643682755684361
759,scan,700,700,500.1,1.0,18275.416516972586,18360.247645384614,9.326242857142857,500.1,53.62287983064686,18190.819649484605,84.59686748798076,54.60383864985709,0.004620369509740953
767,scan,800,800,500.1,1.0,17982.24977732527,18065.703046153845,9.1824875,500.1,54.462366542834936,17897.65444228921,84.59533503605769,54.644981016123424,0.004619431007770456
775,scan,900,900,500.1,1.0,17752.144192588607,17844.858225,9.070677777777778,500.1,55.13369697964504,17667.547911038127,84.59628155048077,54.68129741893761,0.005195560045498396
783,scan,1000,1000,500.1,1.0,17666.082310243422,17746.402035961542,8.98123,500.1,55.68279623169655,17581.698881757846,84.38342848557693,54.707990838515684,0.004525972394593511
782,scan,1000,900,524.8533333333334,1.1111111111111112,19708.348859116682,19800.817623076924,10.078530864197532,524.8533333333334,52.0763730751469,19623.752126845047,84.59673227163461,54.6997614248867,0.004669946752727707
774,scan,900,800,527.9475,1.125,20222.549589374048,20319.07545,10.3302984375,527.9475,51.10670356661707,20137.953736008665,84.5958533653846,54.63585204611266,0.004750504562251241
766,scan,800,700,531.9257142857143,1.1428571428571428,20880.35805452687,21019.710632307688,10.658563265306121,531.9257142857143,49.90594895816261,20795.76213355331,84.5959209735577,54.588762903156386,0.006629614470840037
758,scan,700,600,537.23,1.1666666666666667,21996.51212024629,22367.280793846152,11.10423611111111,537.23,48.38063551822691,21912.329826075616,84.18229417067307,54.5546868770799,0.016576385704509505
750,scan,600,500,544.656,1.2,23490.810765918854,22764.333987692306,11.743512,544.656,46.379311401904296,23406.98235546212,83.82841045673077,54.50368109476933,0.03191293795897226
742,scan,500,400,555.7950000000001,1.25,25470.416611286055,25005.624084615385,12.73596875,555.7950000000001,43.639789866789684,25386.587614891825,83.82899639423077,54.49973955412925,0.018587519555515977
781,scan,1000,800,555.7950000000001,1.25,22447.015858893916,22561.613711538463,11.478109375,555.7950000000001,48.422173185642784,22362.42018581699,84.59567307692306,54.668075420917894,0.005079328726647744
773,scan,900,700,563.7514285714285,1.2857142857142858,23485.485683564082,23600.038922307696,11.990883673469387,563.7514285714285,47.015002724008184,23400.889897806872,84.59578575721153,54.57575744854135,0.004853942788854214
765,scan,800,600,574.36,1.3333333333333333,24847.890845002705,24980.94503384615,12.690555555555555,574.36,45.25885391586044,24763.295014173378,84.59583082932693,54.582402633391006,0.0053262271968964004
757,scan,700,500,589.212,1.4,27033.86324672367,27005.076463076915,13.700764000000001,589.212,43.00577690412009,26949.566807420786,84.29643930288461,54.568999351468435,0.0010659767501904668
780,scan,1000,700,595.5771428571429,1.4285714285714286,26065.688914192026,26200.123961538462,13.323204081632653,595.5771428571429,44.70224573668466,25981.09348901174,84.59542518028846,54.61806219316728,0.005131084400355734
749,scan,600,400,611.49,1.5,30758.038650953305,29542.665435,15.283162499999998,611.49,40.01069804760632,30674.457663873978,83.58098707932693,54.46834184750331,0.041139592452393306
772,scan,900,600,611.49,1.5,27939.429031693086,28121.92838307692,14.276875,611.49,42.8308015584643,27854.832051524816,84.59698016826923,54.588361761272495,0.006489574573188161
