,appName,coreF,memF,cold_miss,c_to_m,modelled_cycle,real_cycle,c1,c2,c3,depart_delay,mem_l,N,compute_cycles,compute_cycles_per_period,mem_cycles,MWP_without_BW,MWP_peak_BW,MWP,CWP_without_OCC,CWP,shm_insts,exec_rounds,abe
118,gaussian,2000,5000,589.112,0.4,721.9014015026847,7395.359921386718,12586.980620759728,1082.5130325675566,721.9014015026847,2.212030324621173,331.3732672458348,28.489856,13.707620503833011,0.365232149490969,12436.854200408934,374.5125728583592,11.834759544494101,374.5125728583592,908.2949019073925,28.489856,0.0,2628.945745260549,0.9023845479900159
113,gaussian,1900,4500,594.0626666666667,0.4222222222222222,724.7472858763119,7640.761881005859,12642.25335052938,1122.3999142597854,724.7472858763119,2.3098324899616323,332.9768151041908,28.582271999999996,13.706764485766605,0.36520176901269547,12497.29648405711,360.39065229977103,11.892029110863957,360.39065229977103,912.7612327135677,28.582271999999996,0.0,2620.445488528194,0.9051472487739791
100,gaussian,1700,4000,594.6815,0.425,726.7235155969297,7796.5906347656255,12642.671211491503,1140.099919277899,726.7235155969297,2.3439197606462034,333.0347564545146,28.7232,13.706298711230472,0.3651852389875788,12499.61215804434,355.2113451642848,11.894098444804092,355.2113451642848,912.9611662777046,28.7232,0.0,2607.5884899414314,0.9067895764135144
117,gaussian,2000,4500,599.0133333333333,0.4444444444444444,729.7749836737805,8081.04767626953,12683.328070305453,1160.577878512041,729.7749836737805,2.3841314711305546,334.1738607003858,28.860224,13.70748622648926,0.3652273838424374,12542.004776891072,350.4146737993444,11.934780739299493,350.4146737993444,915.9748224918195,28.860224,0.0,2595.208052241234,0.9096930233666598
108,gaussian,1800,4000,600.251,0.45,731.7609273824224,8249.969115527343,12690.667970674749,1182.4794924878431,731.7609273824224,2.4293646689439177,334.4311556187872,28.986112,13.707591130664065,0.3652311070027037,12551.629515346527,344.1549552996603,11.943969843528114,344.1549552996603,916.6699667871158,28.986112,0.0,2583.9369458824185,0.9113013737220944
112,gaussian,1900,4000,605.8205,0.475,736.0763827802509,8751.51936230469,12745.45576916869,1224.2167529683902,736.0763827802509,2.516314094230769,335.9857847098774,29.189120000000003,13.706840016772464,0.36520444959245457,12610.206157310726,333.80747804914574,11.99949231106705,333.80747804914574,920.993677746305,29.189120000000003,0.0,2565.965870649259,0.915891589527786
116,gaussian,2000,4000,611.39,0.5,741.0536079237081,9282.779720703125,12793.24470721876,1268.0002385507673,741.0536079237081,2.6009311676982048,337.358259183513,29.450368,13.70765040152283,0.3652332105966195,12661.469282598495,324.26680814670624,12.048509256554036,324.26680814670624,924.6790340955798,29.450368,0.0,2543.2037288731235,0.9201689978411363
127,matrixMulGlobal,1600,5500,564.8087272727273,0.2909090909090909,1547730.4980634009,793695.6639499998,2432204.3950440194,294389.2337166282,1547730.4980634009,1.2773999293894291,234.60772626222206,56.00614399999999,27630.823688507084,2.697250738891691,2403337.8235264225,459.15089093194115,8.37884736650793,459.15089093194115,87.98031772849681,56.00614399999999,0.0,83.58266652213833,0.9500301795284882
123,matrixMulGlobal,1700,5500,568.8592727272727,0.3090909090909091,1554449.4219111463,797649.8626031252,2429955.912981581,296841.53640587925,1554449.4219111463,1.2825517543692557,234.3898852334109,56.249216000000004,27630.87457122803,2.6972678854265757,2401095.4027373744,456.88192393585155,8.371067329764674,456.88192393585155,87.89900120778768,56.249216000000004,0.0,83.22147738277555,0.948786672937184
126,matrixMulGlobal,1600,5000,571.2896,0.32,1570423.9488783816,801022.0469999999,2426078.608960136,300492.0989097827,1570423.9488783816,1.285198280900171,234.01161315754948,56.827392,27630.86395492554,2.6972643079164094,2397222.6333368653,455.2052718932297,8.357557612769623,455.2052718932297,87.75887360045907,56.827392,0.0,82.37476140279071,0.9605252499103584
