,appName,coreF,memF,cold_miss,c_to_m,modelled_cycle,real_cycle,mem_del,mem_lat,shm_del,shm_lat,compute_del,compute_lat,sm_del,sm_lat,insts,abe
37,hotspot,1012,715,316.73492307692305,1.4153846153846155,4168.476127780776,5428.363294976188,1424.6386476382004,6807.906029853778,470.98302702702705,554.3243243243244,3380.7581776768257,1287.2140209437546,3851.741204703853,1841.538345268079,160.90175261796932,0.23209337672027325
38,hotspot,1202,715,324.13495804195804,1.681118881118881,4176.425487857553,5514.805978880934,1546.515408051809,6855.709897644007,471.0432108108108,554.3243243243244,3381.2473190047845,1287.2140209437546,3852.290529815595,1841.538345268079,160.90175261796932,0.24268859070450302
39,hotspot,1328,715,329.04234965034965,1.8573426573426572,4182.524047602987,5497.008621099009,1629.7896390014594,6889.001740987103,471.1737145945946,554.3243243243244,3382.3079833580423,1287.2140209437546,3853.4816979526368,1841.538345268079,160.90175261796932,0.23912725340300078
40,matrixMulGlobal,607,715,300.9611643356643,0.848951048951049,709157.1937053647,490568.0445081719,708856.232541029,3234616.5465652985,56.0,0.0,155643.31776,43264.0,155699.31776,43264.0,5408.0,0.4455837506014959
41,matrixMulGlobal,810,715,308.8675174825175,1.132867132867133,712935.2236334315,504856.67696099996,712626.356115949,3235038.5566697842,56.0,0.0,156166.119936,43264.0,156222.119936,43264.0,5408.0,0.412153698600099
42,matrixMulGlobal,1012,715,316.73492307692305,1.4153846153846155,715108.1195738371,517149.93673227495,714791.3846507602,3235455.821459094,56.0,0.0,156333.292032,43264.0,156389.292032,43264.0,5408.0,0.38278682598784464
43,matrixMulGlobal,1202,715,324.13495804195804,1.681118881118881,717070.0385736562,523447.3785871094,716745.9036156143,3235819.376931471,56.0,0.0,156480.9088,43264.0,156536.9088,43264.0,5408.0,0.36989899635981305
44,matrixMulGlobal,1328,715,329.04234965034965,1.8573426573426572,721647.355907969,538893.1100175,721318.3135583187,3236068.4319838467,56.0,0.0,157289.9456,43264.0,157345.9456,43264.0,5408.0,0.33912893390775434
45,matrixMulShared,607,715,300.9611643356643,0.848951048951049,128624.91060433566,136146.93946481252,34084.57277085417,137658.97022913664,100800.192,89600.0,27523.75744,6992.0,128323.94944,96592.0,874.0,0.05524934229183274
46,matrixMulShared,810,715,308.8675174825175,1.132867132867133,128565.80780548252,138269.962656,35592.269756243884,138039.0826623184,100747.5584,89600.0,27509.381888,6992.0,128256.940288,96592.0,874.0,0.07018266776176335
47,matrixMulShared,1012,715,316.73492307692305,1.4153846153846155,128558.55252307691,138200.613705,37112.88306188111,138436.64661969972,100735.68,89600.0,27506.1376,6992.0,128241.8176,96592.0,874.0,0.06976858440371919
48,matrixMulShared,1202,715,324.13495804195804,1.681118881118881,128881.96459004196,138040.24796782498,38289.76655243262,138633.52452445216,100983.8976,89600.0,27573.932031999997,6992.0,128557.829632,96592.0,874.0,0.06634502264816039
