,appName,coreF,memF,n_shm_ld,n_shm_st,n_gld,n_gst,l2_miss,l2_hit,mem_insts,insts,act_util,L_DM,D_DM,tex_trans,fp_insts,dp_insts,int_insts
46,groupspgemm,1417,5005,9870.12987012987,120.51164285714286,9662.987012987012,17.292927922077922,0.6132599916884622,0.38674000831153776,19580.537721753248,54446.631493506495,0.99964,563.0727792207792,3.253226385303009,9614.935064935065,5010.75487012987,0.0,49435.87662337662
47,groupspgemm,1417,5005,8788.311688311689,107.48778571428572,8651.948051948051,18.491864935064935,0.6156760792324069,0.38432392076759314,17485.623551623376,48557.021103896106,0.999634,563.0727792207792,3.253226385303009,8609.09090909091,4453.936688311688,0.0,44103.08441558442
48,groupspgemm,1417,5005,7702.597402597403,94.45235714285714,7624.675324675325,18.44025779220779,0.6128409003534564,0.3871590996465436,15369.32607435065,42624.18831168831,0.9995940000000001,563.0727792207792,3.253226385303009,7588.311688311688,3896.5097402597403,0.0,38727.67857142857
49,groupspgemm,1417,5005,6614.285714285715,81.35728571428571,6583.116883116883,31.999733116883117,0.6153585741152078,0.3846414258847922,13249.741651948054,36661.931818181816,0.9995790000000001,563.0727792207792,3.253226385303009,6553.2467532467535,3340.0974025974024,0.0,33321.83441558442
50,groupspgemm,1417,5005,5524.43085974026,67.97792857142858,5528.635201298701,19.20320064935065,0.6157963262401268,0.3842036737598732,11089.263743831169,30672.280844155845,0.999552,563.0727792207792,3.253226385303009,5504.448253246754,2784.6996753246754,0.0,27887.58116883117
51,groupspgemm,1417,5005,4425.908372727273,54.578714285714284,4453.471408441558,18.16119025974026,0.6088295212818405,0.39117047871815946,8911.18565,24617.28896103896,0.9995370000000001,563.0727792207792,3.253226385303009,4435.516525974026,2226.866883116883,0.0,22390.422077922078
52,groupspgemm,1417,5005,3327.0784324675324,41.68778571428572,3366.843287662338,28.165385714285716,0.6186277902929451,0.3813722097070549,6732.509052272727,18545.33279220779,0.999439,563.0727792207792,3.253226385303009,3354.814935064935,1670.9415584415585,0.0,16874.391233766233
53,groupspgemm,1417,5005,2223.1105246753245,29.167142857142856,2262.9061896103894,23.37207792207792,0.6320419336236665,0.36795806637633355,4516.680577922078,12427.313311688313,0.9993040000000001,563.0727792207792,3.253226385303009,2256.8934675324676,1114.4074675324675,0.0,11312.905844155845
54,groupspgemm,1417,5005,1113.0413337662337,16.557714285714287,1140.2579409090908,23.47959090909091,0.6378621521844599,0.36213784781554015,2280.918294155844,6257.406655844156,0.998974,563.0727792207792,3.253226385303009,1140.3607272727272,556.9196428571429,0.0,5700.487012987013
55,groupspgemm,1417,5005,890.647687012987,12.043285714285714,913.7560701298702,26.52315,0.6364569481547047,0.36354305184529534,1833.9377285714286,5016.517857142857,0.998821,563.0727792207792,3.253226385303009,915.0731168831169,445.49512987012986,0.0,4571.022727272727
56,groupspgemm,1417,5005,667.5973246753247,11.110642857142857,686.2148090909091,26.756112337662337,0.6390202855753159,0.36097971442468413,1383.3459068181817,3775.1623376623374,0.998555,563.0727792207792,3.253226385303009,688.7665649350649,333.8068181818182,0.0,3441.3555194805194
57,groupspgemm,1417,5005,445.7016896103896,6.4912857142857145,459.4054538961039,22.926296753246753,0.6444591695695743,0.3555408304304257,929.6562616883117,2535.8766233766237,0.9980479999999999,563.0727792207792,3.253226385303009,463.12843506493505,222.76785714285714,0.0,2313.1087662337663
58,groupspgemm,1417,5005,222.7616805194805,5.304428571428572,230.9779883116883,28.001022727272726,0.6482397158209258,0.35176028417907423,483.0667987012987,1293.6000811688311,0.9965959999999999,563.0727792207792,3.253226385303009,236.03458441558442,111.29488636363637,0.0,1182.3051948051948
59,groupspgemm,1417,5005,111.31286493506494,4.830357142857143,116.56331493506494,23.648373376623375,0.6803307985143058,0.3196692014856942,252.73214253246752,672.2638798701299,0.993943,563.0727792207792,3.253226385303009,122.24381818181818,55.60397727272727,0.0,616.6599025974026
