,appName,coreF,memF,n_shm_ld,n_shm_st,n_gld,n_gst,l2_miss,l2_hit,mem_insts,insts,act_util,L_DM,D_DM,n_shm,tex_trans,fp_insts,dp_insts,int_insts,branch_insts
223,hotspot,900,3600,6.929054054054054,2.9695945945945947,11.779218407596787,5.152209642074507,0.5608009361871943,0.4391990638128057,24.602880752373995,165.06266024762598,0.725254,117.22425000000001,2.099954861111111,9.89864864864865,7.891891891891892,24.991964937910883,5.235938641344047,87.0808984660336,0.43686655405405406
224,hotspot,900,3900,6.929054054054054,2.9695945945945947,11.799306062819577,5.152209642074507,0.5623448045547338,0.4376551954452662,24.62296840759679,165.0425725924032,0.725268,115.71623076923078,1.9344502958579881,9.89864864864865,7.891891891891892,24.991964937910883,5.235938641344047,87.0808984660336,0.43686655405405406
200,hotspot,1100,2100,6.929054054054054,2.9695945945945947,11.754382761139517,5.152209642074507,0.5483174102537791,0.4516825897462209,24.578045105916726,165.08749589408328,0.724615,138.69557142857144,4.483572562358277,9.89864864864865,7.891891891891892,24.991964937910883,5.235938641344047,87.0808984660336,0.43686655405405406
201,hotspot,1100,2600,6.929054054054054,2.9695945945945947,12.184167275383492,5.152209642074507,0.5315693007773821,0.46843069922261793,25.007829620160702,164.6577113798393,0.724336,130.79642307692308,3.590157544378698,9.89864864864865,7.891891891891892,24.991964937910883,5.235938641344047,87.0808984660336,0.43686655405405406
202,hotspot,1100,3100,6.929054054054054,2.9695945945945947,11.779583637691745,5.152209642074507,0.5491784271747278,0.45082157282527224,24.60324598246896,165.06229501753103,0.723829,125.4453870967742,2.9933792924037457,9.89864864864865,7.891891891891892,24.991964937910883,5.235938641344047,87.0808984660336,0.43686655405405406
203,hotspot,1100,3600,6.929054054054054,2.9695945945945947,11.719868517165814,5.152209642074507,0.5649329213185196,0.4350670786814804,24.543530861943022,165.12201013805696,0.7237520000000001,121.58075000000001,2.5666114969135805,9.89864864864865,7.891891891891892,24.991964937910883,5.235938641344047,87.0808984660336,0.43686655405405406
204,hotspot,1100,3900,6.929054054054054,2.9695945945945947,11.691745799853908,5.152209642074507,0.5550074535844965,0.44499254641550345,24.51540814463112,165.15013285536887,0.722902,119.7376153846154,2.3643281393819855,9.89864864864865,7.891891891891892,24.991964937910883,5.235938641344047,87.0808984660336,0.43686655405405406
205,hotspot,1300,2100,6.929054054054054,2.9695945945945947,11.685719503287071,5.152209642074507,0.5495501846439165,0.4504498153560835,24.509381848064283,165.1561591519357,0.723193,146.16385714285715,5.298767573696145,9.89864864864865,7.891891891891892,24.991964937910883,5.235938641344047,87.0808984660336,0.43686655405405406
206,hotspot,1300,2600,6.929054054054054,2.9695945945945947,11.7522826880935,5.152209642074507,0.5454741868228024,0.45452581317719765,24.57594503287071,165.08959596712927,0.7227779999999999,136.82850000000002,4.242913461538461,9.89864864864865,7.891891891891892,24.991964937910883,5.235938641344047,87.0808984660336,0.43686655405405406
207,hotspot,1300,3100,6.929054054054054,2.9695945945945947,11.697406866325785,5.152209642074507,0.5487950925830593,0.45120490741694075,24.521069211102994,165.144471788897,0.7217359999999999,130.50454838709678,3.537630072840791,9.89864864864865,7.891891891891892,24.991964937910883,5.235938641344047,87.0808984660336,0.43686655405405406
