,appName,coreF,memF,n_shm_ld,n_shm_st,n_gld,n_gst,l2_miss,l2_hit,mem_insts,insts,act_util,L_DM,D_DM,n_shm,tex_trans,fp_insts,dp_insts,int_insts,branch_insts
76,scalarProd,1237,877,4672.3720703125,4507.4306640625,65536.2138671875,2678.857421875,0.9610024779021739,0.03899752209782614,74014.30102539062,104745.69897460938,0.201471,170.93240592930442,3.930326417935093,9179.802734375,21057.0,10238.0,0.0,73722.0,5098.46875
77,scalarProd,1380,877,4672.361328125,4486.6484375,65536.2197265625,2960.759765625,0.9570443393325382,0.042955660667461815,74291.0029296875,104468.9970703125,0.201375,175.29088939566702,4.38468104830269,9159.009765625,21057.0,10238.0,0.0,73722.0,5098.46875
83,scanScanExclusiveShared,802,877,19.164901733398438,10.548683166503906,16.00019073486328,16.898025512695312,0.9725833626118526,0.02741663738814737,54.70028877258301,81.29971122741699,0.951017,157.67408209806155,2.5481986961875056,29.713584899902344,22.0,0.0,0.0,61.0,1.96875
84,scanScanExclusiveShared,945,877,19.035310745239258,10.536113739013672,16.000295639038086,16.925264358520508,0.9717726472146869,0.028227352785313076,54.59489917755127,81.40510082244873,0.9511639999999999,162.03256556442417,3.0025533265551037,29.57142448425293,22.0,0.0,0.0,61.0,1.96875
80,scanScanExclusiveShared,1087,877,18.748027801513672,10.465620040893555,16.000247955322266,17.05630874633789,0.9679184123667227,0.032081587633277286,54.42098951339722,81.57901048660278,0.953434,166.36057012542759,3.4537306518152353,29.213647842407227,22.0,0.0,0.0,61.0,1.96875
81,scanScanExclusiveShared,1237,877,18.532142639160156,10.405281066894531,16.000259399414062,17.203044891357422,0.9636376044384871,0.036362395561512884,54.33676719665527,81.66323280334473,0.9553959999999999,170.93240592930442,3.930326417935093,28.937423706054688,22.0,0.0,0.0,61.0,1.96875
82,scanScanExclusiveShared,1380,877,18.359920501708984,10.358528137207031,16.000215530395508,17.03116226196289,0.9686517836545944,0.03134821634540563,53.98093032836914,82.01906967163086,0.9568979999999999,175.29088939566702,4.38468104830269,28.718448638916016,22.0,0.0,0.0,61.0,1.96875
88,sortingNetworks,802,877,333.3772735595703,316.439208984375,16.0025634765625,16.0001220703125,0.9996118871249514,0.00038811287504858516,444.48976135253906,353.51023864746094,0.738883,157.67408209806155,2.5481986961875056,649.8164825439453,221.53179931640625,0.0,0.0,201.99865627288818,3.34375
89,sortingNetworks,945,877,333.3724670410156,316.4388198852539,16.002578735351562,16.0001220703125,0.9996154632868758,0.0003845367131242172,444.48487281799316,353.51512718200684,0.738973,162.03256556442417,3.0025533265551037,649.8112869262695,221.53179931640625,0.0,0.0,201.99865627288818,3.34375
85,sortingNetworks,1087,877,333.3680953979492,316.43675231933594,16.002601623535156,16.0001220703125,0.9996164171550455,0.0003835828449545442,444.48000717163086,353.51999282836914,0.738549,166.36057012542759,3.4537306518152353,649.8048477172852,221.53179931640625,0.0,0.0,201.99865627288818,3.34375
86,sortingNetworks,1237,877,333.3876953125,316.4285583496094,16.0009765625,16.0001220703125,0.9996745698122852,0.0003254301877148036,444.49593353271484,353.50406646728516,0.738966,170.93240592930442,3.930326417935093,649.8162536621094,221.53179931640625,0.0,0.0,201.99865627288818,3.34375
87,sortingNetworks,1380,877,333.3861846923828,316.4319305419922,16.001625061035156,16.0001220703125,0.9996271336999852,0.0003728663000147625,444.4959144592285,353.5040855407715,0.739334,175.29088939566702,4.38468104830269,649.818115234375,221.53179931640625,0.0,0.0,201.99865627288818,3.34375
93,transpose,802,877,9.097815036773682,1.0448288917541504,4.00004768371582,4.296655178070068,0.9642434038277193,0.035756596172280664,17.655725121498108,8.344274878501892,0.872416,157.67408209806155,2.5481986961875056,10.142643928527832,4.0,0.0,0.0,12.0,0.25
94,transpose,945,877,9.092926025390625,1.0443706512451172,4.000058174133301,4.29994010925293,0.9638576892420574,0.03614231075794261,17.654016971588135,8.345983028411865,0.8734780000000001,162.03256556442417,3.0025533265551037,10.137296676635742,4.0,0.0,0.0,12.0,0.25
90,transpose,1087,877,9.078188419342041,1.037447452545166,4.000058650970459,4.327136993408203,0.9607100452117129,0.03928995478828712,17.664745926856995,8.335254073143005,0.883383,166.36057012542759,3.4537306518152353,10.115635871887207,4.0,0.0,0.0,12.0,0.25
91,transpose,1237,877,9.076852798461914,1.032364845275879,4.000051021575928,4.36076545715332,0.9568468583406672,0.04315314165933282,17.695760488510132,8.304239511489868,0.896165,170.93240592930442,3.930326417935093,10.109217643737793,4.0,0.0,0.0,12.0,0.25
92,transpose,1380,877,9.08254623413086,1.02827787399292,4.000059127807617,4.339260101318359,0.9593133213104144,0.04068667868958564,17.678934931755066,8.321065068244934,0.907801,175.29088939566702,4.38468104830269,10.11082410812378,4.0,0.0,0.0,12.0,0.25
98,vectorAdd,802,877,0.0,0.0,8.000049114227295,4.3370041847229,0.9726332521614695,0.027366747838530547,12.337053298950195,3.6629467010498047,0.888898,157.67408209806155,2.5481986961875056,0.0,3.0,1.0,0.0,5.0,0.4375
99,vectorAdd,945,877,0.0,0.0,8.000081062316895,4.343258380889893,0.9721408897421562,0.027859110257843822,12.343339443206787,3.656660556793213,0.8912040000000001,162.03256556442417,3.0025533265551037,0.0,3.0,1.0,0.0,5.0,0.4375
95,vectorAdd,1087,877,0.0,0.0,8.000067234039307,4.394376277923584,0.9681293048075346,0.03187069519246544,12.39444351196289,3.6055564880371094,0.903314,166.36057012542759,3.4537306518152353,0.0,3.0,1.0,0.0,5.0,0.4375
96,vectorAdd,1237,877,0.0,0.0,8.000054359436035,4.450435638427734,0.9637702662178573,0.03622973378214267,12.45048999786377,3.5495100021362305,0.913607,170.93240592930442,3.930326417935093,0.0,3.0,1.0,0.0,5.0,0.4375
97,vectorAdd,1380,877,0.0,0.0,8.000055313110352,4.506115436553955,0.9594834260934039,0.04051657390659613,12.506170749664307,3.4938292503356934,0.920909,175.29088939566702,4.38468104830269,0.0,3.0,1.0,0.0,5.0,0.4375
