appName,coreF,memF,argNo,kernel,power/W
backpropForward,700,700,input00,bpnn_layerforward_CUDA,48.82818
backpropForward,700,800,input00,bpnn_layerforward_CUDA,49.65808000000001
backpropForward,700,900,input00,bpnn_layerforward_CUDA,50.23178
backpropForward,800,1000,input00,bpnn_layerforward_CUDA,55.22792999999999
backpropForward,800,500,input00,bpnn_layerforward_CUDA,46.99625
backpropForward,800,600,input00,bpnn_layerforward_CUDA,50.36038999999999
backpropForward,800,700,input00,bpnn_layerforward_CUDA,52.64157
backpropForward,800,800,input00,bpnn_layerforward_CUDA,54.150970000000015
backpropForward,800,900,input00,bpnn_layerforward_CUDA,55.01369999999998
backpropForward,900,1000,input00,bpnn_layerforward_CUDA,60.80562
backpropForward,900,500,input00,bpnn_layerforward_CUDA,49.92887000000002
backpropForward,900,600,input00,bpnn_layerforward_CUDA,53.57959999999999
backpropForward,900,700,input00,bpnn_layerforward_CUDA,56.18402000000002
backpropForward,900,800,input00,bpnn_layerforward_CUDA,57.576440000000005
backpropForward,900,900,input00,bpnn_layerforward_CUDA,59.72616000000001
binomialOptions,1000,1000,input00,binomialOptionsKernel,53.36800000000003
binomialOptions,1000,500,input00,binomialOptionsKernel,51.350780000000015
binomialOptions,1000,600,input00,binomialOptionsKernel,52.58135
binomialOptions,1000,700,input00,binomialOptionsKernel,52.904000000000025
binomialOptions,1000,800,input00,binomialOptionsKernel,52.656499999999994
binomialOptions,1000,900,input00,binomialOptionsKernel,53.13000000000001
binomialOptions,500,1000,input00,binomialOptionsKernel,37.65682000000001
binomialOptions,500,500,input00,binomialOptionsKernel,34.33512999999999
binomialOptions,500,600,input00,binomialOptionsKernel,36.45594
binomialOptions,500,700,input00,binomialOptionsKernel,36.69421999999999
binomialOptions,500,800,input00,binomialOptionsKernel,36.966640000000005
binomialOptions,500,900,input00,binomialOptionsKernel,37.22228
binomialOptions,600,1000,input00,binomialOptionsKernel,38.84769999999999
binomialOptions,600,500,input00,binomialOptionsKernel,35.536939999999994
binomialOptions,600,600,input00,binomialOptionsKernel,38.3864
binomialOptions,600,700,input00,binomialOptionsKernel,37.90862
binomialOptions,600,800,input00,binomialOptionsKernel,38.36272
binomialOptions,600,900,input00,binomialOptionsKernel,38.60883
binomialOptions,700,1000,input00,binomialOptionsKernel,41.414249999999996
binomialOptions,700,500,input00,binomialOptionsKernel,37.69993
binomialOptions,700,600,input00,binomialOptionsKernel,40.058550000000004
binomialOptions,700,700,input00,binomialOptionsKernel,40.31088999999999
binomialOptions,700,800,input00,binomialOptionsKernel,40.54116
binomialOptions,700,900,input00,binomialOptionsKernel,41.00498
binomialOptions,800,1000,input00,binomialOptionsKernel,45.06764999999999
binomialOptions,800,500,input00,binomialOptionsKernel,41.52281000000001
binomialOptions,800,600,input00,binomialOptionsKernel,43.76104000000002
binomialOptions,800,700,input00,binomialOptionsKernel,44.17035999999998
binomialOptions,800,800,input00,binomialOptionsKernel,44.589759999999984
binomialOptions,800,900,input00,binomialOptionsKernel,44.833369999999995
binomialOptions,900,1000,input00,binomialOptionsKernel,49.576049999999995
binomialOptions,900,500,input00,binomialOptionsKernel,47.48601999999999
binomialOptions,900,600,input00,binomialOptionsKernel,48.70004000000001
binomialOptions,900,700,input00,binomialOptionsKernel,48.89353999999999
binomialOptions,900,800,input00,binomialOptionsKernel,49.165380000000006
binomialOptions,900,900,input00,binomialOptionsKernel,49.35176000000001
cfd,1000,1000,input00,cuda_compute_flux,57.32103999999998
cfd,1000,500,input00,cuda_compute_flux,47.59459999999999
cfd,1000,600,input00,cuda_compute_flux,51.08545
cfd,1000,700,input00,cuda_compute_flux,53.05661000000002
cfd,1000,800,input00,cuda_compute_flux,54.785599999999995
cfd,1000,900,input00,cuda_compute_flux,56.23054999999999
cfd,500,1000,input00,cuda_compute_flux,45.41899999999999
cfd,500,500,input00,cuda_compute_flux,38.98271000000001
cfd,500,600,input00,cuda_compute_flux,42.05578
cfd,500,700,input00,cuda_compute_flux,43.283990000000024
cfd,500,800,input00,cuda_compute_flux,44.23099
cfd,500,900,input00,cuda_compute_flux,44.72513999999999
cfd,600,1000,input00,cuda_compute_flux,46.36528000000001
cfd,600,500,input00,cuda_compute_flux,40.21800999999999
cfd,600,600,input00,cuda_compute_flux,43.53624000000001
cfd,600,700,input00,cuda_compute_flux,43.944140000000004
cfd,600,800,input00,cuda_compute_flux,44.96914999999999
cfd,600,900,input00,cuda_compute_flux,45.67147000000002
cfd,700,1000,input00,cuda_compute_flux,48.28728000000001
