kernel,coreF,memF,real,predict
hotspot,1000,800,8164.015142,5993.956576
hotspot,900,700,8021.338438,6230.510214
hotspot,800,600,8159.997889,6563.548623
hotspot,700,500,9295.327648,7166.766754
hotspot,1000,700,8264.475329,6836.272227
hotspot,600,400,9579.148410,7883.039556
hotspot,900,600,8316.968769,7289.896555
hotspot,800,500,9607.714271,7968.689622
hotspot,1000,600,8570.411937,8012.165015
hotspot,700,400,10183.901017,9034.472838
hotspot,900,500,10139.567460,8870.792150
hotspot,800,400,10870.767828,10162.530891
hotspot,1000,500,10793.100383,9773.892479
hotspot,900,400,11541.221069,11333.353641
hotspot,1000,400,12446.495978,12444.036628
matrixMul,400,1000,117144.999720,124488.982270
matrixMul,400,900,117471.794084,124403.080860
matrixMul,400,800,117781.481569,124433.896634
matrixMul,500,1000,122024.252900,124627.912522
matrixMul,500,900,122369.236069,124587.278365
matrixMul,400,700,118120.929480,124464.498348
matrixMul,600,1000,121313.114775,124673.860228
matrixMul,500,800,123240.649317,124579.642665
matrixMul,400,600,119369.390291,124652.253572
matrixMul,600,900,123542.660100,124626.209307
matrixMul,700,1000,123041.364666,124620.718937
matrixMul,500,700,124391.145672,124575.142593
matrixMul,600,800,124604.990291,124665.987700
matrixMul,700,900,124282.620735,124740.893698
matrixMul,400,500,120628.696623,124773.987185
matrixMul,800,1000,124623.030408,124772.468413
matrixMul,500,600,126112.170558,124586.001834
matrixMul,600,700,126349.683158,124700.689138
matrixMul,700,800,125624.655489,124860.013113
matrixMul,800,900,125999.119200,124808.670497
matrixMul,900,1000,124946.318292,124795.277355
matrixMul,400,400,124543.043625,124909.042428
matrixMul,500,500,127767.016656,124639.911852
matrixMul,600,600,129249.800955,124794.004707
matrixMul,700,700,127474.740934,124932.984926
matrixMul,800,800,128221.989450,124858.212825
matrixMul,900,900,126510.220665,124845.862648
matrixMul,1000,1000,128404.163672,124908.852474
matrixMul,1000,900,129541.267656,124908.982029
matrixMul,900,800,128729.299562,124883.158702
matrixMul,800,700,131976.367022,124962.951121
matrixMul,700,600,130952.993062,125013.361362
matrixMul,600,500,132143.912578,124849.506541
matrixMul,500,400,133569.121798,124770.610066
matrixMul,1000,800,131738.167491,124948.063820
matrixMul,900,700,132472.935540,125014.807267
matrixMul,800,600,134484.761453,125015.300509
matrixMul,700,500,135386.269887,129638.226618
matrixMul,1000,700,135375.608725,124953.926018
matrixMul,600,400,141097.457505,144080.106367
matrixMul,900,600,141092.967777,132846.000928
matrixMul,800,500,142154.911250,145014.432160
matrixMul,1000,600,149389.313288,146717.495790
matrixMul,700,400,153484.554834,163896.768295
matrixMul,900,500,153950.539095,162077.239602
matrixMul,800,400,171702.496120,186297.469221
matrixMul,1000,500,167592.472669,179195.236065
matrixMul,900,400,188682.592911,208541.985929
matrixMul,1000,400,207137.103631,230931.407517
matrixMul(Global),400,1000,366707.434450,339509.620128
matrixMul(Global),400,900,367372.551287,345652.891846
matrixMul(Global),400,800,368322.446363,351196.872277
matrixMul(Global),500,1000,369748.665344,350583.418707
matrixMul(Global),500,900,371040.937313,356486.561740
matrixMul(Global),400,700,371093.237512,359180.495412
matrixMul(Global),600,1000,370847.431500,357552.247527
matrixMul(Global),500,800,372311.914437,363526.949755
matrixMul(Global),400,600,372022.227750,369773.904240
matrixMul(Global),600,900,371388.704400,363753.050870
matrixMul(Global),700,1000,372549.586828,365800.097259
matrixMul(Global),500,700,372974.817188,372159.512982
matrixMul(Global),600,800,371591.660981,370917.156948
matrixMul(Global),700,900,372589.989975,372363.167497
matrixMul(Global),400,500,373162.498800,383539.577844
matrixMul(Global),800,1000,374699.560625,373487.777635
matrixMul(Global),500,600,373717.581281,383514.412870
matrixMul(Global),600,700,372807.696300,383391.318409
matrixMul(Global),700,800,373566.308456,380689.233936
matrixMul(Global),800,900,375712.052100,380977.071597
matrixMul(Global),900,1000,373547.457675,381163.584911
matrixMul(Global),400,400,373527.874687,405048.179611
matrixMul(Global),500,500,374604.278531,400354.485540
matrixMul(Global),600,600,376538.398144,397043.765395
matrixMul(Global),700,700,374858.848613,391769.716421
matrixMul(Global),800,800,377706.948750,390538.854218
matrixMul(Global),900,900,375482.887200,389616.910602
matrixMul(Global),1000,1000,377220.166344,388829.803609
matrixMul(Global),1000,900,379898.517813,398231.058004
matrixMul(Global),900,800,378336.760003,400354.976677
matrixMul(Global),800,700,380723.732025,403187.924941
