kernel,coreF,memF,real,predict,error
quasirandomGenerator,1600,4000,2140505.484693,1635429.811207,0.235961
quasirandomGenerator,1800,4500,2152700.860800,1631382.938177,0.242169
quasirandomGenerator,2000,5000,2200196.569433,1631107.317874,0.258654
quasirandomGenerator,1900,4500,2259187.847070,1632099.004011,0.277573
quasirandomGenerator,1700,4000,2291976.443750,1631974.350411,0.287962
quasirandomGenerator,2000,4500,2413659.763200,1631529.174718,0.324043
quasirandomGenerator,1800,4000,2527079.812530,1632014.208078,0.354190
quasirandomGenerator,1900,4000,2782056.178125,1631879.994768,0.413427
quasirandomGenerator,2000,4000,3039703.405200,1722167.180260,0.433442
reduction,1600,5500,2735.126526,2216.998815,0.189435
reduction,1700,5500,2770.429915,2220.117540,0.198638
reduction,1600,5000,2750.921944,2226.306940,0.190705
reduction,1800,5500,2741.364642,2224.419016,0.188572
reduction,1700,5000,2784.070148,2228.296358,0.199626
reduction,1900,5500,2756.408063,2229.534092,0.191145
reduction,1600,4500,2747.499037,2235.384855,0.186393
reduction,1800,5000,2769.474013,2232.563975,0.193867
reduction,2000,5500,2758.599203,2233.058737,0.190510
reduction,1700,4500,2811.651146,2238.059174,0.204005
reduction,1900,5000,2814.817703,2237.163829,0.205219
reduction,1600,4000,2768.895706,2249.323731,0.187646
reduction,1800,4500,2795.915520,2242.004999,0.198114
reduction,2000,5000,2770.993354,2241.804901,0.190974
reduction,1900,4500,2789.321084,2250.841974,0.193050
reduction,1700,4000,2853.902538,2255.006667,0.209852
reduction,2000,4500,2781.170118,2252.118471,0.190226
reduction,1800,4000,2869.215287,2260.641145,0.212105
reduction,1900,4000,2871.209650,2260.735197,0.212619
reduction,2000,4000,2801.213441,2266.646702,0.190834
scalarProd,1600,5500,8614596.594240,7967683.542905,0.075095
scalarProd,1700,5500,9162945.337350,8466385.786259,0.076019
scalarProd,1600,5000,9567235.695920,8869312.075645,0.072949
scalarProd,1800,5500,9699969.300840,8965769.611316,0.075691
scalarProd,1700,5000,10130026.626528,9423678.672430,0.069728
scalarProd,1900,5500,10202596.722150,9464326.715444,0.072361
scalarProd,1600,4500,10348499.558880,9995811.277030,0.034081
scalarProd,1800,5000,10726417.684080,9984029.850643,0.069211
scalarProd,2000,5500,10710904.389850,9976450.395068,0.068571
scalarProd,1700,4500,10970308.148170,10620379.755571,0.031898
scalarProd,1900,5000,11240513.131890,10534381.480305,0.062820
scalarProd,1600,4000,11750519.136720,11443122.869801,0.026160
scalarProd,1800,4500,11605453.114815,11246642.544765,0.030917
scalarProd,2000,5000,11822169.051000,11090363.922142,0.061901
scalarProd,1900,4500,12344317.354600,11872877.109145,0.038191
scalarProd,1700,4000,12531169.443100,12158365.459141,0.029750
scalarProd,2000,4500,13008662.871750,12504539.901585,0.038753
scalarProd,1800,4000,13243681.039050,12874818.868486,0.027852
scalarProd,1900,4000,14065072.177205,13591152.001880,0.033695
scalarProd,2000,4000,14809062.021600,14307470.204514,0.033871
scanScanExclusiveShared,1600,5500,7030.764750,7038.464498,0.001095
scanScanExclusiveShared,1700,5500,7481.195136,7432.312486,0.006534
scanScanExclusiveShared,1600,5000,7842.531472,7788.906886,0.006838
scanScanExclusiveShared,1800,5500,7945.219165,7839.334640,0.013327
scanScanExclusiveShared,1700,5000,8352.690992,8257.672710,0.011376
scanScanExclusiveShared,1900,5500,8390.908395,8265.733335,0.014918
scanScanExclusiveShared,1600,4500,8652.888491,8734.541989,0.009437
scanScanExclusiveShared,1800,5000,8846.433739,8693.893775,0.017243
scanScanExclusiveShared,2000,5500,8857.440737,8679.526937,0.020086
scanScanExclusiveShared,1700,4500,9185.695436,9249.738896,0.006972
scanScanExclusiveShared,1900,5000,9323.728878,9145.546998,0.019111
scanScanExclusiveShared,1600,4000,9894.853876,9938.196959,0.004380
scanScanExclusiveShared,1800,4500,9720.829834,9745.591539,0.002547
scanScanExclusiveShared,2000,5000,9885.640382,9617.433193,0.027131
scanScanExclusiveShared,1900,4500,10317.595155,10278.687338,0.003771
scanScanExclusiveShared,1700,4000,10532.848237,10527.138735,0.000542
scanScanExclusiveShared,2000,4500,10914.015369,10801.975366,0.010266
scanScanExclusiveShared,1800,4000,11166.197806,11118.141598,0.004304
