appName,coreF,memF,argNo,kernel,time/ms,blocks,warps,achieved_occupancy,sm_efficiency,warp_execution_efficiency,eligible_warps_per_cycle,branch_efficiency,cf_executed,gld_throughput,gld_transactions,gld_transactions_per_request,gst_throughput,gst_transactions,gst_transactions_per_request,global_hit_rate,dram_read_transactions,dram_read_throughput,dram_write_transactions,dram_write_throughput,l2_read_transactions,l2_read_throughput,l2_write_transactions,l2_write_throughput,shared_load_transactions,shared_load_throughput,shared_load_transactions_per_request,shared_store_transactions,shared_store_throughput,shared_store_transactions_per_request,l2_tex_read_throughput,l2_tex_read_transactions,l2_tex_write_throughput,l2_tex_write_throughput,tex_cache_hit_rate,tex_cache_throughput,tex_cache_transactions,flop_count_dp,flop_count_dp_fma,flop_count_sp,flop_count_sp_fma,flop_count_sp_special,inst_integer,inst_fp_32,inst_fp_64,inst_executed,inst_per_warp,ipc
BlackScholes,900,3100,input00,BlackScholesGPU,0.057811999999999995,(3584 1 1) (128 1 1),14336.0,0.842682,0.9201,1.0,5.253574,1.0,243712,87.536,344064,8.000000,58.127,114688,4.000000,0.5,173195,88.052,111543,57.279,172608,87.587,114694,58.152,0,0.0,0.000000,0,0.0,0.000000,86.911,172032,58.128,58.209,0.5,87.74,172032,0,0,46513565,15597568,4128768,11010048,40091037,0,2336768,163.000000,3.025455
BlackScholes,900,3600,input00,BlackScholesGPU,0.055125,(3584 1 1) (128 1 1),14336.0,0.839760,0.909,1.0,5.763350,1.0,243712,93.315,344064,8.000000,61.846,114688,4.000000,0.5,172628,93.536,112766,61.614,173453,93.815,114694,62.081,0,0.0,0.000000,0,0.0,0.000000,92.803,172032,61.98,61.995,0.5,93.538,172032,0,0,46513565,15597568,4128768,11010048,40091037,0,2336768,163.000000,3.241735
BlackScholes,900,3900,input00,BlackScholesGPU,0.055049999999999995,(3584 1 1) (128 1 1),14336.0,0.840013,0.9146,1.0,5.814456,1.0,243712,93.419,344064,8.000000,62.039,114688,4.000000,0.5,172404,93.903,112249,61.657,172618,94.036,114694,62.384,0,0.0,0.000000,0,0.0,0.000000,92.846,172032,62.17,62.149,0.5,93.637,172032,0,0,46513565,15597568,4128768,11010048,40091037,0,2336768,163.000000,3.251987
SobolQRNG,1100,2100,input00,sobolGPU_kernel,1.137,(1 1000 1) (64 1 1),2000.0,0.961205,0.9788,1.0,1.314391,1.0,1047000,0.10681,8000,8.000000,108.05,4096000,4.000000,0.5,26654,0.21553,4091171,109.03,15555,0.48351,4096085,106.65,1036000,109.1,1.000000,1000,0.10681,1.000000,0.10777,4000,109.11,109.26,0.5,0.10777,4000,0,0,32768000,0,0,461952000,32768000,0,21671000,1.0836e+04,1.116693
SobolQRNG,1100,2600,input00,sobolGPU_kernel,0.9080900000000001,(1 1000 1) (64 1 1),2000.0,0.953938,0.9793999999999999,1.0,1.726820,1.0,1047000,0.13447,8000,8.000000,134.38,4096000,4.000000,0.5,14507,0.71812,4089904,136.12,16556,0.34046,4096006,133.83,1036000,136.85,1.000000,1000,0.13256,1.000000,0.13541999999999998,4000,136.8,135.75,0.5,0.13161,4000,0,0,32768000,0,0,461952000,32768000,0,21671000,1.0836e+04,1.402223
SobolQRNG,1100,3100,input00,sobolGPU_kernel,0.75837,(1 1000 1) (64 1 1),2000.0,0.948012,0.9765999999999999,1.0,2.158266,1.0,1047000,0.16022,8000,8.000000,160.9,4096000,4.000000,0.5,7932,0.33379000000000003,4090513,163.0,11647,0.53883,4096006,163.41,1036000,163.07,1.000000,1000,0.15831,1.000000,0.16212000000000001,4000,163.19,162.89,0.5,0.15925999999999998,4000,0,0,32768000,0,0,461952000,32768000,0,21671000,1.0836e+04,1.684836
SobolQRNG,1100,3600,input00,sobolGPU_kernel,0.66603,(1 1000 1) (64 1 1),2000.0,0.939311,0.9756999999999999,1.0,2.548369,1.0,1047000,0.18311000000000002,8000,8.000000,184.07,4096000,4.000000,0.5,12050,0.36716000000000004,4090313,184.67,16162,0.58365,4096006,185.15,1036000,186.25,1.000000,1000,0.18024,1.000000,0.18311000000000002,4000,184.96,185.13,0.5,0.18311000000000002,4000,0,0,32768000,0,0,461952000,32768000,0,21671000,1.0836e+04,1.925266
SobolQRNG,1100,3900,input00,sobolGPU_kernel,0.61701,(1 1000 1) (64 1 1),2000.0,0.933487,0.9729000000000001,1.0,2.835783,1.0,1047000,0.19646000000000002,8000,8.000000,196.93,4096000,4.000000,0.5,18427,1.1288,4090375,198.09,23080,0.68283,4096006,200.13,1036000,201.08,1.000000,1000,0.1955,1.000000,0.19836,4000,199.53,199.71,0.5,0.19646000000000002,4000,0,0,32768000,0,0,461952000,32768000,0,21671000,1.0836e+04,2.089202
SobolQRNG,1300,2100,input00,sobolGPU_kernel,1.1337,(1 1000 1) (64 1 1),2000.0,0.965193,0.9806,1.0,1.089483,1.0,1047000,0.10681,8000,8.000000,108.04,4096000,4.000000,0.5,13037,0.38051999999999997,4091074,109.08,7810,1.0766,4096006,110.13,1036000,109.64,1.000000,1000,0.10681,1.000000,0.10872,4000,109.54,109.23,0.5,0.10490000000000001,4000,0,0,32768000,0,0,461952000,32768000,0,21671000,1.0836e+04,0.944224
SobolQRNG,1300,2600,input00,sobolGPU_kernel,0.90146,(1 1000 1) (64 1 1),2000.0,0.959302,0.9804,1.0,1.420264,1.0,1047000,0.13541999999999998,8000,8.000000,135.66,4096000,4.000000,0.5,9280,0.64087,4090167,136.5,20799,0.50545,4096006,137.43,1036000,137.29,1.000000,1000,0.13447,1.000000,0.13638,4000,136.54,136.6,0.5,0.13351,4000,0,0,32768000,0,0,461952000,32768000,0,21671000,1.0836e+04,1.200178
