DRAMA,FP16A,FP32A,FP64A,SMACT,SMOCC,TENSO,argNo,average_power,benchmark,core_frequency,kernel,memory_frequency,time
0.7603818181818185,0.0,0.08254545454545466,0.0,0.9919454545454552,0.9106909090909089,0.0,input000,92.4228,fastWalshTransform,802,fwtBatch2Kernel,877,28.164475
0.8862685185185186,0.0,0.08214814814814808,0.0,0.9977685185185193,0.915351851851852,0.0,input000,102.59880000000001,fastWalshTransform,945,fwtBatch2Kernel,877,24.287897
0.07186238532110097,0.0,0.024256880733944924,0.0,0.6735871559633028,0.06317431192660551,0.0,input000,61.193999999999996,gaussian,1087,Fan2,877,8.306972
0.07270000000000017,0.0,0.02410909090909088,0.0,0.6642727272727273,0.0640727272727273,0.0,input000,62.708000000000006,gaussian,1102,Fan2,877,8.196578
0.08150000000000002,0.0,0.02481818181818178,0.0,0.6073181818181815,0.06961818181818182,0.0,input000,72.75730000000001,gaussian,1237,Fan2,877,7.340183
0.09078899082568806,0.0,0.023999999999999973,0.0,0.5762477064220185,0.07982568807339452,0.0,input000,87.3968,gaussian,1380,Fan2,877,6.562035
0.02098230088495571,0.0,0.03562831858407072,0.0,0.9990884955752203,0.4822920353982294,0.0,input000,34.2008,gaussian,405,Fan2,877,28.510035
0.03907207207207209,0.0,0.028963963963963994,0.0,0.747990990990991,0.20114414414414436,0.0,input000,41.7796,gaussian,502,Fan2,877,15.198063
0.03987500000000003,0.0,0.02397321428571425,0.0,0.6896874999999999,0.1682142857142857,0.0,input000,42.7401,gaussian,600,Fan2,877,15.006054
0.047549549549549576,0.0,0.024558558558558572,0.0,0.5986486486486485,0.0785135135135135,0.0,input000,46.5993,gaussian,705,Fan2,877,12.497193
0.053743119266055094,0.0,0.02368807339449538,0.0,0.7371467889908254,0.0591743119266055,0.0,input000,50.02040000000001,gaussian,802,Fan2,877,11.128579
0.06264864864864858,0.0,0.02432432432432429,0.0,0.7276306306306306,0.058918918918918935,0.0,input000,54.145,gaussian,945,Fan2,877,9.505668
0.3088660714285715,0.0,0.058071428571428566,0.0,0.9812410714285704,0.27502678571428574,0.0,input000,117.1634,histogram,1087,histogram256Kernel,877,4.274799
0.316570093457944,0.0,0.05814953271028032,0.0,0.9848504672897189,0.2760654205607476,0.0,input000,119.002,histogram,1102,histogram256Kernel,877,4.243341
0.33769444444444446,0.0,0.05334259259259259,0.0,0.9838333333333329,0.2757407407407407,0.0,input000,136.777,histogram,1237,histogram256Kernel,877,3.988371
0.3548703703703704,0.0,0.04940740740740739,0.0,0.9852870370370371,0.2761388888888889,0.0,input000,160.23379999999997,histogram,1380,histogram256Kernel,877,3.771295
0.06887962962962965,0.0,0.06285185185185178,0.0,0.9646851851851848,0.2702685185185186,0.0,input000,47.5934,histogram,405,histogram256Kernel,877,19.021126
0.12502654867256638,0.0,0.04931858407079646,0.0,0.9866017699115037,0.27665486725663707,0.0,input000,62.1557,histogram,502,histogram256Kernel,877,10.80809
0.1389909090909091,0.0,0.045400000000000024,0.0,0.9798363636363634,0.2746727272727272,0.0,input000,66.57329999999999,histogram,600,histogram256Kernel,877,9.685277
0.18905357142857146,0.0,0.054392857142857146,0.0,0.9851696428571425,0.27616071428571415,0.0,input000,79.83420000000001,histogram,705,histogram256Kernel,877,7.047531
0.23709999999999992,0.0,0.05965454545454546,0.0,0.9858999999999992,0.27630000000000005,0.0,input000,92.4861,histogram,802,histogram256Kernel,877,5.631216
0.2879369369369371,0.0,0.061351351351351426,0.0,0.9832252252252245,0.2754954954954953,0.0,input000,104.32630000000002,histogram,945,histogram256Kernel,877,4.647839
0.0,0.0,0.19483783783783784,0.14276576576576572,0.698558558558559,0.4764774774774769,0.0,input000,104.1096,hotspot,1087,calculate_temp,877,0.045852
9.174311926605506e-06,0.0,0.19091743119266033,0.14202752293577997,0.6964770642201837,0.47508256880733896,0.0,input000,107.11210000000001,hotspot,1102,calculate_temp,877,0.045254
0.00012244897959183673,0.0,0.19064285714285695,0.136857142857143,0.6749081632653058,0.4602448979591841,0.0,input000,131.0197,hotspot,1237,calculate_temp,877,0.040944
6.25e-05,0.0,0.18291666666666664,0.12935416666666677,0.6523437500000001,0.44482291666666685,0.0,input000,161.5826,hotspot,1380,calculate_temp,877,0.037585
0.0,0.0,0.24863888888888852,0.17987962962962964,0.8816851851851849,0.6127962962962956,0.0,input000,41.6437,hotspot,405,calculate_temp,877,0.195851
5e-05,0.0,0.2191399999999997,0.15180000000000002,0.7837300000000004,0.53718,0.0,input000,59.8104,hotspot,502,calculate_temp,877,0.092254
0.0,0.0,0.21797247706422032,0.1547064220183489,0.7587064220183493,0.5174862385321103,0.0,input000,65.1259,hotspot,600,calculate_temp,877,0.079066
0.0,0.0,0.21166964285714288,0.1500446428571429,0.7485535714285716,0.510946428571429,0.0,input000,72.2093,hotspot,705,calculate_temp,877,0.06767
0.0,0.0,0.20695098039215706,0.1467352941176469,0.7369607843137254,0.5028431372549017,0.0,input000,78.36460000000001,hotspot,802,calculate_temp,877,0.06001
0.0,0.0,0.20196039603960392,0.1444554455445544,0.7194455445544552,0.49078217821782144,0.0,input000,85.3527,hotspot,945,calculate_temp,877,0.051701
0.1743888888888888,0.0,0.2575092592592593,0.0,0.9637962962962957,0.9572870370370367,0.0,input000,122.24460000000002,matrixMul,1087,matrixMulCUDA,877,5.681343
0.17823148148148146,0.0,0.2678333333333333,0.0,0.9812592592592586,0.9746388888888886,0.0,input000,125.8172,matrixMul,1102,matrixMulCUDA,877,5.605539
0.1983545454545456,0.0,0.2585818181818181,0.0,0.9760090909090909,0.9692818181818174,0.0,input000,153.75209999999998,matrixMul,1237,matrixMulCUDA,877,5.028105
0.2218807339449541,0.0,0.25723853211009157,0.0,0.9808715596330267,0.9740917431192652,0.0,input000,186.07829999999998,matrixMul,1380,matrixMulCUDA,877,4.508612
0.04085454545454543,0.0,0.26531818181818184,0.0,0.9899636363636365,0.9833181818181815,0.0,input000,42.7505,matrixMul,405,matrixMulCUDA,877,27.9371
0.040882882882882866,0.0,0.25345045045045017,0.0,0.9876216216216217,0.9772342342342331,0.0,input000,59.8029,matrixMul,502,matrixMulCUDA,877,12.782961
0.048270270270270296,0.0,0.24693693693693713,0.0,0.9864324324324318,0.9773783783783782,0.0,input000,65.98440000000001,matrixMul,600,matrixMulCUDA,877,10.985441
0.11266355140186923,0.0,0.2601308411214952,0.0,0.9820747663551395,0.9752897196261682,0.0,input000,79.75019999999998,matrixMul,705,matrixMulCUDA,877,8.856339
0.13111926605504592,0.0,0.26962385321100896,0.0,0.9819449541284401,0.9752110091743125,0.0,input000,88.6232,matrixMul,802,matrixMulCUDA,877,7.648417
0.15482882882882879,0.0,0.26772972972973014,0.0,0.9820180180180171,0.9755135135135127,0.0,input000,99.02120000000002,matrixMul,945,matrixMulCUDA,877,6.488001
0.4359181818181819,0.0,0.15479090909090917,0.0,0.9033090909090923,0.7398090909090905,0.0,input000,121.05949999999999,mergeSort,1087,mergeSortSharedKernel,877,2.583863
0.44003636363636367,0.0,0.15429999999999994,0.0,0.9036818181818193,0.7403090909090909,0.0,input000,123.77239999999999,mergeSort,1102,mergeSortSharedKernel,877,2.560022
0.46526126126126105,0.0,0.14244144144144136,0.0,0.8871981981981996,0.7271891891891887,0.0,input000,147.3324,mergeSort,1237,mergeSortSharedKernel,877,2.399825
0.4997477477477476,0.0,0.13950450450450436,0.0,0.9012432432432441,0.739837837837838,0.0,input000,173.8462,mergeSort,1380,mergeSortSharedKernel,877,2.274627
0.10496428571428564,0.0,0.182125,0.0,0.9190178571428576,0.7717589285714294,0.0,input000,47.2524,mergeSort,405,mergeSortSharedKernel,877,10.796386
